,Facebook Id
0,200402083327416
3,191951345253104
4,654428731755047
5,753140758104295
6,271702767909820
7,302259223898063
12,512144549784936
14,1397607283838422
16,1423589821124668
18,1884331445196611
20,1218838045165237
25,500803403303755
29,553449125530336
37,991233324579655
39,484544498228614
41,457536831590102
43,1746652152281195
44,184527025007865
47,1492426844356262
49,113227485377241
50,49397832461
54,714752619397834
60,3034193160034036
63,262162044191914
65,237380831368159
68,606404679395253
70,1308177639568429
73,3362222870560622
74,1068691496856027
84,199161587100451
86,2146032978983689
96,324215737729787
97,1394633037444197
99,324964977634672
101,64452765038
107,257750304698994
109,1403032449974768
110,1473471652868646
112,277488562600328
119,2200707813559402
121,249474009650361
128,314674898739066
135,495254203925142
136,593113167882895
139,241209870329175
140,1451791055074981
142,595075287312125
148,153588163047627
150,991983017657516
162,722484238209878
163,425755454286862
166,884812154879672
167,867221933628865
185,439593914126660
187,290182026107143
188,331054211616072
197,730978656914517
198,242624826301644
208,360029944332437
209,402950539745065
210,365136103653039
244,120406027551
247,129565903737527
257,1213372738845178
259,122926004478275
265,345426862290937
286,140362792703766
287,582060402167253
288,570168210126623
291,19446243944
295,278308723290648
296,327483931664744
302,265200768245660
306,1671347556432575
309,1480194568894240
314,1457057124423946
337,1042522335870207
341,191182860895418
342,818370594846309
345,1548960698666135
348,1713214222280573
349,94422302724
350,287602494441
351,1115725168451572
352,707773399256533
354,374456665986087
359,1854455781454006
363,172722266104944
364,361626340561740
365,2211649585
367,295630570632727
368,679256078852386
369,342221015864211
370,306437856127540
371,161381580548397
372,176509495767565
392,219256251431420
400,160764041422245
401,272177166304684
403,312290218972240
404,205679023128122
405,1085290641931405
406,1005180612884919
407,261022921380317
408,128693104359077
410,2746149955478467
423,224924055443788
424,838913339593679
425,1731368823671817
427,1309831499220084
436,603914396287608
439,305792109514700
445,489485644547582
446,507752389689568
447,1529368957356283
448,1490314747859036
449,1415162415383456
452,161391533987232
490,1649787515259773
491,372403129449818
492,325054196595
493,384869278296669
494,123485744431066
497,1705155593138102
498,232833630511068
499,1578543412412587
501,153907484762917
503,491496520947562
504,2231528442
506,13405436233
507,1547000828869199
516,1048032981878476
521,1376256609283095
523,369380176426919
524,2217713798455519
525,1530073763922063
533,1611598265548986
534,1569749256670723
535,132633256841371
538,216305951725068
540,670961519597405
541,267382421191
542,176269085748687
543,63104168598
546,230551923945154
550,273490386351922
552,5570048965
555,29759113984
556,192996360741634
557,2228707005
558,17409249271
589,452895892328362
591,691781720864435
592,148674858495043
594,2525392447
595,167578262167873
596,88473062225
597,186339608474466
598,768552279976912
599,314442402426987
601,103047478104
602,296365298214236
603,769102543175520
605,2249467435
611,691136861022446
616,477507005628798
618,101002553746007
622,398991070217602
632,630153780402598
633,47324588566
635,338305123939973
638,489112998451386
639,1809012039339656
648,558673631560548
649,525110868297417
651,1453701368270700
652,1127363767666400
655,692978741429786
660,506792226048206
661,157752404242251
667,92126774102
673,2147265468828775
674,2200099131
675,19701439480
680,218651654815283
688,608148606000180
689,196188591133746
692,2217606076
693,419281731614085
694,1179326209136001
698,133293400172940
700,1155207964568637
704,327013713629
705,131509737035643
710,264975277377892
725,901899050014317
727,72936998526
731,187444544692595
734,386732121671993
735,125625405773
736,106575842726064
738,446074308838453
739,136299309789666
741,1764486030449420
742,2116313878698022
750,865349813566421
752,483628028370058
762,118739334827962
764,234214110015420
768,1708856692733861
779,468554886653167
780,1921388201474022
800,1889895964635683
801,365831227113188
808,117888761642763
817,2011968789047739
824,1447231298643939
825,692332141642934
826,1006068389990816
827,485510761471169
832,528424017629933
833,154534540150835
834,343284684142854
836,404077997561210
837,713912949384003
844,1014314289005491
845,930182327496849
847,556644002069948
848,460192461316120
853,567232507175952
857,1507219279310568
859,1582530671766088
865,603654030148312
868,1453816238175787
870,180849926156603
872,115181050370
877,2726066347675495
878,114147055288820
879,1162256127178709
880,4576422949
882,1032495237169805
887,305201646259078
888,452681251572585
900,2528322184106769
902,679493148825890
903,121453621273003
914,1146706605421493
915,514611489432116
916,368487780378907
917,2204954201
919,204865756236169
920,1649010391990081
921,2202401767
924,280321405407007
929,478428532259280
934,356895748043495
936,305926473168065
937,335007266572129
941,1456680787973242
943,2929994807217882
944,408490622859203
945,418058435641417
946,103570066471027
947,99740023349
951,2260145161
957,791156767658631
961,1643619745873794
962,283762202797401
963,191111387926441
965,140933886100420
966,562132697462725
975,1686656984884838
976,808222832566646
977,25262968258
980,9480702197
993,400671723425608
994,204623489679631
1002,688631891176528
1003,548421239116470
1005,1445344892409413
1006,521972098704979
1011,1447499595279006
1012,144498622280292
1013,19982241153
1018,5422149684
1037,367617448621172
1038,784340258811571
1040,484072988379239
1065,1459626451014986
1117,471797229516342
1118,172962286444864
1119,3106885319332363
1122,473195192715077
1123,738990179451045
1124,185586834807279
1125,307358920224540
1126,926629131143248
1127,441857985978424
1128,195247137156220
1129,136494076561885
1130,1070581836357089
1131,2265925109
1132,446623308816983
1136,349393558527841
1137,568857940583874
1140,247593475342613
1141,874806519312850
1142,276170322915470
1143,3654569074571304
1146,2598911033671028
1147,97176329164
1156,450725908287016
1157,702142249875117
1158,1484982131819491
1159,22611984223
1160,240870552759619
1168,140906619319943
1175,116697651741203
1176,1274258502726598
1177,1715843775412513
1178,952560774766326
1180,602533906750488
1181,196913872019258
1190,151552484906446
1199,660180634137108
1202,586161548855531
1206,322305399651200
1209,856541614878450
1212,589104111975931
1225,1978445462413937
1234,95968397741
1235,957657981031539
1236,117993944949185
1237,462857037506325
1241,1020655934611750
1243,139716366049865
1244,2203438979712231
1245,295737728731419
1253,282414777044
1256,512908185513121
1258,159110901257961
1259,855424244578661
1263,1633626526898126
1264,974581709226459
1265,149524792401016
1267,212877903358370
1269,38888254116
1270,693608770819207
1274,42789862222
1277,1412362159085590
1278,199093666774462
1280,191499313075
1285,79777352323
1287,7346179820
1291,625862484752660
1293,1434756060075833
1294,730755310756003
1297,218175095938069
1298,3127076431
1300,2059580354268527
1303,170738154645
1304,658690794276321
1305,1857390561062912
1310,330593383938347
1324,40639528087
1326,749215515091152
1327,1143191116208980
1329,258857378857002
1332,379170245751110
1343,393227184882876
1349,1720373284875372
1351,2376018408
1352,147054988761462
1357,1877405709221314
1363,321614121279312
1379,2250057963
1380,134119639334
1385,125724497483077
1391,695515644147498
1392,75637987120
1393,726853990842477
1394,864232220296836
1395,228926587894742
1396,355560204891696
1397,560234304476115
1399,441489596766694
1403,803354803385726
1409,368385883339739
1417,422905651668648
1418,570198326719053
1419,118349844923049
1420,65994424601
1422,48183861402
1427,34233579599
1428,138610051965
1429,1326512177485209
1443,5092467225
1449,500655566750084
1457,427345217420265
1469,103346273062694
1474,1558826107718415
1477,395709973935398
1478,36663192769
1480,1074950805900057
1483,2821986477923980
1491,167665234832106
1498,728489971302314
1503,547414303355288
1505,231270390397585
1508,139607449389196
1511,702546773786855
1512,1706474769588914
1520,52515785919
1530,1661791363978439
1533,231469143691425
1535,1652278491721593
1542,1521978568120028
1544,126926805348
1545,73915624008
1546,765560047212139
1552,1101548940018348
1562,207380657240529
1566,362487601735427
1567,675140889969858
1568,194052565237142
1578,802209599888230
1579,768049096657000
1582,681099352694404
1584,188066542647449
1585,635594190337163
1588,49646348368
1598,840154182673068
1599,199070184160347
1606,699046930976985
1616,218162435639994
1619,438008880237268
1620,214286605693830
1621,1859806117663535
1626,502723917375449
1630,128893610480787
1631,586487568638240
1650,3606046532764585
1655,117507413082
1678,911120412395083
1698,884590251551848
1716,64694050483
1722,186153604916499
1729,459779848705401
1744,232310266079
1761,1780039928954673
1765,2364944950410298
1766,371360382999483
1767,360673824095685
1798,1029405360484924
1803,245643472148552
1808,288253834961193
1830,180201048694712
1836,459138058279485
1837,141167247973726
1838,286811472841967
1858,326038371674958
1878,276710712444818
1897,236434798671
1898,504816812952880
1899,1653320504915187
1912,766448430131184
1921,166297870493798
1976,30856461084
1979,173500099383300
1980,126055768785
1981,437021569734654
1982,218676792817854
1983,143931916201281
1984,3097561603589557
1985,45325456929
1986,392096817902329
1988,105042233266372
1989,146632705835283
1991,138866556200563
1992,509827473127469
1994,377796703477281
1995,1389089404566847
1996,252730601513740
2009,276432230379791
2010,313495736237631
2012,345511555498163
2023,208911266242104
2024,183463426930305
2026,9550978460
2028,2653005658048848
2032,455367457920792
2033,773283493241397
2035,666851876690340
2036,465836173767438
2038,446488109492195
2041,242607263034013
2042,207771609577662
2045,206476552837054
2048,42723885968
2049,1539684479619225
2056,302593567191888
2057,945577295516501
2062,11521810107
2063,111778158834630
2067,1478873899085834
2069,130936394241319
2070,1268390790032021
2074,1371412096369347
2075,3087395521486277
2079,473439256725723
2080,294184850914027
2088,1593968597525942
2095,1213530898736574
2097,290930017721
2106,62074084734
2107,1724429117823255
2108,828591577194568
2114,323961614790248
2115,694092607746000
2119,877091289068221
2127,1041264849607349
2128,238400147471050
2132,315598105608983
2135,346897662392935
2142,264533443653456
2143,2044268989154879
2144,500482370151772
2146,970331463124289
2147,56443742660
2148,1589550114523361
2151,340851883415569
2153,1305127329562448
2158,584693715328482
2163,124971884208121
2164,1428902250733583
2167,1084294831623972
2169,172513576441554
2170,258496227675564
2171,374027272780639
2175,1564019260609944
2177,918166958606886
2186,108345612628505
2196,1103152619710379
2199,215507873221037
2200,480844545445388
2201,420507635221908
2203,2204336031
2218,112860125427395
2220,417318244965314
2222,684418458777223
2227,106181346183162
2229,629815557920622
2232,1747728895454722
2233,106008762834630
2236,523041618269248
2239,1768982929914959
2240,1624438217798966
2244,1729133477107867
2250,236502017032292
2251,95983943100
2252,1900274880014799
2253,77495268720
2260,149338295148978
2261,275727382781540
2262,169565565128
2266,201412041855521
2269,612687102717543
2286,246390775384775
2291,644435615621226
2292,2004734743119587
2301,226522241141776
2310,136890049785657
2311,1548625668641639
2318,170345480112085
2326,376342219800
2329,1529868047326361
2335,326247377048
2337,398749233468417
2339,6282004735
2346,392068351180906
2348,5746302100
2354,411963939006687
2355,697776770738299
2357,1674032616233446
2372,358571867556404
2375,18891031658
2390,192175276390
2394,619917011515295
2395,527532551201161
2404,749238535608931
2406,250618892651792
2410,681230416016603
2418,215362895961912
2420,448772412332187
2422,186839968510
2428,106604076072110
2443,153780798020819
2444,1572101813084408
2445,2000672516650620
2451,388743404581973
2452,351048644952760
2456,146713812439816
2458,1153174658132555
2461,387425068040754
2462,483572241820772
2465,1611702585787284
2466,170997019621451
2471,261590000939775
2472,2460894697259137
2473,202599246830081
2474,669756953234226
2475,1557672614491257
2481,15257025129
2483,169903429701839
2485,19377514548
2507,900221287453082
2508,1662933107322377
2511,346511295459771
2512,941897449226017
2535,566593484228659
2552,80461856902
2566,1600863026867572
2603,48744580947
2605,110326045663993
2606,1260592904024911
2608,196376910459
2610,54444094767
2611,172087664497
2616,271569709536632
2620,695715213918562
2645,435387227648222
2646,111623832609968
2647,366546761249552
2651,612967822062458
2663,992815237469754
2670,436284870867755
2671,195470937922407
2672,116809993914764
2715,117062998492156
2717,5151132258
2718,70674957696
2784,954459998033410
2787,447147275307558
2788,402236973158574
2790,236951459676532
2791,217815651667481
2795,58454636416
2796,544784119002538
2797,378006645542769
2798,144187532330217
2833,485571574818908
2837,709658399181772
2843,143068592384545
2844,1519621328303465
2867,227135927333578
2868,705716229491584
2870,1738426583038746
2871,545367955616591
2875,295037843924750
2876,541974782678664
2877,626880774027648
2878,258473730854473
2879,378038322217719
2887,1378118902486714
2888,2044855785749452
2890,957110807684622
2891,1416212521979183
2902,872568406227359
2903,774257346100673
2904,936732479868784
2906,197316310375043
2907,499968280156272
2909,83379551435
2921,4954577513
2931,159637701339726
2932,354248063696
2960,929141523832246
2963,358599564868959
2964,219072197013585
2970,1386857534665860
2971,199380494537770
2972,686416788040835
2974,2381085405489547
2976,194467769550364
2977,707665996629557
2980,700364267198564
2986,258313118219765
2987,1600234456800812
2994,2073310702795732
2997,919660881446886
3000,908535192513805
3002,290924794833630
3006,472679237347842
3007,506903180645206
3008,779170052671962
3013,2453688884878885
3024,918054358526588
3028,566314497204967
3029,653080745616633
3036,1001227667054966
3037,267428837831289
3040,217673096508742
3041,1821553121470671
3045,673995546401854
3054,551796385254363
3058,386511528642516
3062,450840498954851
3072,783262395647259
3076,2503061686470503
3087,314366362400561
3093,731912657740204
3103,295296658279963
3115,1539621489583116
3124,2938901206238587
3136,2274935456068150
3154,1176976762312333
3162,137644996223
3163,185195948791537
3164,814595222005391
3171,1046115939241194
3172,2251794171529560
3180,439781116631177
3195,2411318295780340
3204,1393646940963713
3207,171281038432005
3208,1925285014297097
3219,408776619505548
3222,1223446537700675
3223,681411242062750
3228,402311687741251
3236,2208299942820043
3244,386398641394776
3251,381749908519320
3256,1591873794412278
3266,283779313272267
3271,359404304500730
3278,153777041300285
3289,45860562011
3293,70193235146
3296,885680461495805
3303,622046481579146
3304,332899850700730
3313,1669887089854851
3316,306321612798359
3318,9550784359
3319,1676451899037487
3331,457164131137204
3334,1595615977432403
3367,1623856551171153
3368,1099899936790942
3370,323921444972949
3371,557811104279260
3378,2410799938945336
3403,1656870424579525
3405,1721416761501946
3407,1648517758761694
3408,123745897819897
3415,196730146003
3416,119209981441970
3421,1486013325031328
3428,1775079846168017
3439,751890081595539
3440,1898894113692278
3448,200388251275821
3451,288548411173094
3475,678729982535251
3479,285431118219729
3480,77967651698
3481,51232664482
3482,1091399397537821
3492,1459060751016742
3493,334258270750542
3513,1745713449085734
3523,1384369738302221
3524,338240510018594
3527,45265281902
3528,1671599213166390
3530,238640243164106
3536,320780456055460
3537,587557075843501
3538,465824760124931
3540,427012068423194
3549,144706286399964
3557,1675502322728328
3584,1904450216506201
3588,44856885677
3593,1966166143651663
3603,448684751865037
3604,34633813637
3613,1633244703596779
3636,1169379153153003
3646,1769847336561112
3654,1875936029284938
3664,221930814805562
3666,681504261984188
3667,402221106796989
3669,102546573459348
3682,970381593496306
3696,1109348729492792
3700,1262693360758562
3705,655369798448173
3722,630655084419904
3732,830428897481745
3758,164862667728933
3763,1786477494790557
3783,865482066935458
3785,546119275738961
3787,2247491262004054
3811,562289050985988
3812,92192991086
3815,207002419476378
3817,462696327233294
3870,48010586800
3888,748981625231655
3895,45528018898
3897,679804418822029
3908,581652768709833
3921,239424272900557
3933,1725368097766818
3934,422249761242665
3942,2264996057072090
3943,373359437859446
3944,1204080516450755
3947,989045547833231
3950,2294745964099241
3967,446733729066530
3970,653191384707040
3972,172849290810740
3973,111786575522244
3974,695013277771068
3975,1626046224201344
3978,755968128560517
3979,412732863023263
3980,2053167961673267
4002,291164085315526
4004,1517009418587320
4005,117215918436974
4029,311280025625332
4032,1724148141137839
4033,2252983104927571
4067,120303694731924
4068,180643835706446
4069,269338180285190
4081,189962776530
4085,139443493427
4125,2656466951116889
4126,345856122517555
4127,274066265988293
4128,151464594916282
4132,323202181548422
4134,2185094725037309
4217,218491475160379
4224,1532965650280945
4225,1407115236230659
4229,523179361392094
4234,461105544015960
4237,1249642648494812
4240,85549696436
4241,192321227465884
4247,252871018074066
4249,82929568831
4251,164276180286522
4252,1479717272323551
4258,345063036072299
4288,1794662710783526
4299,1713129642322780
4335,525759720889205
4336,175265935946964
4344,139572653424
4363,114058849680
4383,1607542502597512
4385,230773827428861
4411,1743631072560735
4412,651125298407939
4420,348457368537880
4421,564065023741263
4425,935450479869137
4428,191560324227301
4429,362430193847055
4438,31575507865
4446,1521643404808889
4450,288675419815113
4453,876111416298362
4457,2248793125197951
4458,315372510112478
4459,628205720597092
4461,588529211478498
4462,1799836963424946
4463,192045744192699
4465,634932267220989
4466,287322706254624
4467,154423097957223
4469,38999163619
4470,493735461615933
4478,1270470826486889
4479,319178208660231
4481,1241564609191408
4484,444407852828656
4490,2251567422
4494,125509040846744
4496,163612894105863
4497,1048050705529937
4505,493958504113437
4506,1003728586427182
4508,118794954860457
4515,314797079050133
4516,862174804674781
4522,1086836385030368
4523,233220011059087
4527,354903428174002
4528,453609639232033
4535,1099070940163988
4536,876766409079078
4538,159437624763941
4539,331538900552703
4540,778495549343930
4550,317978385354490
4551,194348523992014
4552,223056964417186
4554,105795916115616
4555,2485741634977758
4556,412715803033372
4558,1066207743507888
4559,219009881490664
4560,190175810997151
4569,113582503667
4573,1932821746893968
4585,53779752590
4587,2045976795644286
4590,372426220664940
4592,267936487511689
4594,104610743565
4599,322055931321074
4600,100232693402583
4604,204925749578564
4620,1550688355226759
4621,2337157886
4637,146824285345175
4640,445202335672786
4646,426616098733014
4647,2631259680465257
4656,9759656708
4659,484660221733973
4664,482484839291570
4686,547790531950250
4687,368170983393188
4690,2254069043
4694,2650327795220157
4696,435100860811471
4698,879733018852973
4704,239454269426000
4710,197725250259847
4714,149791921699060
4732,232902181751215
4735,474549380494579
4736,4108858669137503
4748,917065645082063
4755,224984895481279
4772,222510174539264
4775,18081913069
4776,1541989406065451
4777,30112954846
4779,795538003848410
4780,57495187397
4781,44133003115
4785,282708145154360
4796,2337146729634895
4801,1235345133653582
4813,514076042121634
4817,208272224866
4823,223116741047070
4856,258744736397
4858,2953210721360626
4859,1205361142897173
4860,264296850327874
4863,1445003455809974
4871,263972683648614
4872,373555874918
4874,2226192225
4876,397023867386127
4896,291427658637748
4900,560950214070329
4904,335028473325813
4915,478767522831045
4917,253694581424979
4923,38147424305
4932,334184046769047
4939,125903934150217
4942,92237356637
4950,226318364444727
4954,1887861324781887
4956,346799132328756
4961,290508337739558
4962,1724681417776837
4967,144450175695288
4969,366021380121771
4993,118504404852677
4994,182112725320698
4998,272548539433526
5007,298054903624217
5008,1249931672178993
5009,255572777835614
5010,299440658441978
5011,2204706507
5012,231429296926738
5017,439978646728664
5018,860820550665025
5020,885569588601262
5021,1818784078364488
5022,147974539052757
5023,126253717408001
5025,967275170010983
5033,1470702829810242
5045,3083870488371867
5053,2333896533387448
5055,106004959567332
5069,625221258805794
5073,2261819827378027
5075,1525329087796915
5079,1680545588831637
5082,437793210168869
5088,241482368134475
5094,2272851473
5097,14688687990
5099,311432946120968
5100,2684456835127561
5101,331782961473386
5102,4294814525
5106,1961923117388432
5108,402892394785293
5109,827704987336956
5113,1426131117608915
5116,833531446772542
5118,415950429235503
5119,281300189072754
5120,478856756314846
5121,108508151066
5122,424632230897304
5123,806308402773616
5162,1407617339460665
5181,179090502208830
5182,511174609805780
5204,36906887940
5206,237597351700342
5218,2846941732196733
5219,2443122009093223
5228,269457186766602
5231,2205015620
5252,2265897900318905
5256,1697223540511940
5259,1041435122637500
5260,1066634890135590
5262,1852617425025257
5287,2253533964865988
5290,473534082762907
5316,56471652657
5323,179953093291
5340,740612765957133
5372,1555551364704418
5374,200290590022454
5375,12018208090
5377,116356895089329
5378,4878612835
5381,92167360359
5382,313315701249
5383,182217598601770
5385,316259899455610
5386,2149320368644844
5387,390515729786582
5389,1325318670899727
5392,272818112836015
5393,1583654081886796
5396,238271108461842
5400,2225793894224670
5402,174812583773736
5406,42492261895
5409,825762998004232
5410,568626290015402
5414,376633799026454
5417,1775958025888935
5419,104176453312292
5420,1824287377710026
5432,17801886181
5436,507646789770416
5442,579731632157951
5450,1573740586358030
5451,787758338331920
5472,129058253829215
5484,24341104958
5492,101554744736
5510,1044508466137494
5514,10735877375
5515,1379763362246193
5516,1625542474339921
5517,356888976024
5548,916395661831082
5581,1202571436523926
5586,290345189599995
5588,187964661721729
5589,71229859755
5599,895059444622076
5600,159891182327265
5603,593377947396810
5604,897474720323969
5605,2033430630314880
5607,468223996647945
5612,191003068115247
5616,668344809944588
5629,1736397829918785
5635,189345148814163
5636,132078230183513
5641,1624138937745810
5653,169696103686149
5658,415369301957440
5659,21284681577
5660,473867559733086
5664,152113711520571
5667,881422478573528
5668,1008799356395262
5673,188656678210085
5675,550165529281388
5676,2463546823908701
5687,2881541402115963
5689,1190517984388668
5693,423144414960895
5695,406844772707563
5701,1583407628632402
5702,551067061647465
5703,38978701272
5707,445093316361001
5708,911073909090690
5712,132494243457653
5713,889946448428781
5715,207040149885853
5716,518805481471381
5718,199849692677
5721,230290020330044
5727,2622724871126465
5728,298356970232743
5732,378723408865844
5733,388740358802484
5734,349395659601501
5736,224994148693208
5741,848046918637784
5742,306156546578100
5743,471849146166214
5748,780287242051655
5749,591462864865405
5750,410320149377730
5751,717685735036160
5752,665966610174408
5753,423088134390818
5758,857304014771972
5765,539551966109249
5775,128254080539002
5776,176551689183477
5779,228018770588067
5789,1595072987474892
5791,185851245380926
5792,495305450833132
5793,239357142936699
5794,315230080077218
5799,234540077897482
5800,23189916539
5801,20412530936
5817,171547034149821
5822,147551202027338
5831,150389078491507
5834,914822605234028
5839,380175822633786
5844,681458852012045
5860,971295206625898
5878,149096085226057
5880,2620480139
5889,88174368413
5890,184444248946669
5897,400287663384215
5898,923936234454725
5899,239106716491475
5913,538472724097602
5917,13421515441
5936,832568190487520
5939,1223649384316739
5940,694882191321210
5946,928972827192263
5952,730595890406568
5961,474394289301952
5980,662318987829275
5981,189416855175940
5988,304172833993842
6019,523861904649307
6022,2735908323159289
6032,21129798286
6037,204927936337160
6043,135474714465997
6046,114570665807162
6053,1382141815531234
6058,294180524575211
6064,157024334907676
6066,176505649406894
6071,500404197419178
6073,651760918255866
6078,1113660532314858
6083,338798846745243
6084,370949763900536
6094,99587958198
6095,365962057225761
6116,1645456212344334
6117,693833678071101
6124,305114090469745
6135,312115338936814
6153,709920783126455
6170,1687045708261360
6176,624032638365340
6198,7543691050
6200,3710519102350539
6231,353234001823822
6233,1204666772916238
6242,46393651212
6280,203158943086439
6308,2095643067408544
6309,194754188044612
6310,462373923858127
6315,1325144334497255
6316,687330891329605
6321,953892775075332
6322,159040705521453
6329,45424222631
6365,568405537925895
6368,364594640557524
6372,2007428072895178
6385,267052401282381
6386,280040655873720
6387,666233130796557
6389,487002821402359
6399,495391780647794
6403,452447678273282
6405,106757141724
6411,467170053785628
6417,926792194478995
6432,616239063104807
6433,393693385025471
6440,306393179510829
6441,222255184516910
6445,331174947254900
6447,388438271239724
6451,314297001187
6453,868026997050979
6456,69884668232
6459,179063134437825
6461,1192522277501186
6464,124206814329972
6480,1264167487113430
6481,3190619617661037
6487,72640092112
6498,142138109172178
6499,314981021848723
6511,296299961675389
6515,205643336123562
6518,223584935676120
6526,204679763462899
6534,3430686137015919
6542,1651346548455755
6547,2219955443
6558,3315362441885075
6562,235116553172869
6563,48502770609
6566,153786777985609
6567,2360587524205414
6569,233868990368216
6571,2310105899212848
6572,321530119093229
6577,1420059621524628
6580,457757712047315
6583,346592960079571
6590,1656471527930358
6591,212206202177469
6594,133461000076262
6597,741625713178408
6598,492642038402174
6604,489325604574503
6605,154632578242822
6609,1566934706954589
6610,267655636584434
6614,2306014942845248
6620,549436688808339
6623,1367784460074403
6627,1489505654608245
6630,2394995395
6631,199860170047995
6632,966815690053084
6633,252019828274423
6634,371838366786709
6638,173180360087988
6639,2411855418925383
6640,245622718821619
6641,169634791859752
6644,993961420769591
6645,1720933211546810
6648,436259809911229
6650,336990570004566
6653,519386168216897
6654,44250583314
6656,357058515066
6657,272356940952359
6658,730988613759879
6664,187989824891788
6665,119139781501292
6668,157089414330430
6670,996198363744701
6672,504284517701503
6675,1453153944902193
6676,1713712108934405
6682,741546192617783
6688,327296041696843
6694,186491771885627
6698,366850971234151
6713,102637272277
6714,169516963470086
6716,1616378122017646
6723,1337721703085150
6727,396017010782358
6730,127605537291513
6738,591341375174506
6743,1747231378894457
6749,386149788080753
6751,612902932075959
6755,2883968371863079
6763,413635193301488
6778,880204312026964
6788,1625372384410226
6790,131607100244749
6793,747214705640842
6799,2671461203165472
6806,1787244781406351
6808,526396531335580
6825,525415834329416
6827,1695369474092831
6828,274613202698222
6829,1841303819435139
6830,518253102303210
6831,470191676468075
6832,26759109904
6843,324915194372329
6849,245812549415573
6851,1840958586141287
6852,189060775506398
6858,624349561598271
6860,343479136823055
6884,551142648998224
6893,720686208002055
6901,1387184878294228
6904,49699788615
6905,635349589985016
6906,590331954434547
6907,498484771926755
6908,263731337944142
6909,41723897062
6911,140846788220531
6912,299988663726746
6913,719301678241309
6915,568794116926526
6916,787804718095662
6917,250565915399349
6919,5331134484
6920,362965643799929
6921,495192000651165
6923,910467255676940
6924,914261078719514
6927,1615675192075720
6928,262950487144264
6929,926670887394340
6930,1645109922399029
6932,1809091499308970
6933,669178460545870
6934,218748374917483
6936,1440899039257984
6938,614280442018479
6939,57474086151
6941,326262484522410
6943,559138530813220
6944,128265990586832
6952,1713910042172751
6957,95611986640
6959,64009386688
6961,256938471021847
6968,670692396399915
6969,557561627596607
6970,1072779112832082
6974,807751705970646
6976,682574859221537
6983,977065945711692
6984,2074111425939892
6993,221297351242204
7006,105913900045156
7007,244604839052003
7008,1565528713764333
7009,956573928106410
7012,1819994198252225
7013,1444317225636584
7050,52073456281
7054,80468224371
7060,1760257500890887
7061,189686975145533
7067,283940158923005
7068,2281461715490986
7069,1152451401467896
7082,21121563786
7083,65777571328
7099,650072078388830
7134,273285239406907
7135,18090111024
7136,951543701560570
7137,1398233780496715
7139,709064889828955
7140,423121764390042
7141,504143656428853
7144,1482418808575135
7148,2026107574271753
7150,180303349026745
7152,1726744650887825
7153,402953133419294
7154,558402211017270
7156,115622398477529
7157,175227589259859
7170,303637130648696
7171,45223646440
7181,700052543827246
7182,2947114782195565
7183,1160566154281438
7184,502021683822558
7187,472243619604919
7193,1448772401927707
7201,746075012169060
7210,301895763780694
7211,418729424970229
